title,id,user_id,paper_id,comments,is_relevant,type
Model Sketching: Centering Concepts in Early-Stage Machine Learning Model Design,1848,1,382,,,
Synthetic Lies: Understanding AI-Generated Misinformation and Evaluating Algorithmic and Human Solutions,1849,1,383,,,
DAPIE: Interactive Step-by-Step Explanatory Dialogues to Answer Children’s Why and How Questions,1850,1,384,,,
Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,1851,1,385,,,
RePrompt: Automatic Prompt Editing to Refine AI-Generative Art Towards Precise Expressions,1852,1,386,,,
Programming Is Hard - Or at Least It Used to Be: Educational Opportunities and Challenges of AI Code Generation,1853,1,387,,,
Using Large Language Models to Enhance Programming Error Messages,1854,1,388,,,
Experiences from Using Code Explanations Generated by Large Language Models in a Web Software Development E-Book,1855,1,389,,,
"Integrating Ethics into Computer Science Education: Multi-, Inter-, and Transdisciplinary Approaches",1856,1,390,,,
Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,1857,1,391,,,
"Automatically Generating CS Learning Materials with Large Language
  Models",1858,1,392,,,
Exploring the Potential of Chatbots to Provide Mental Well-being Support for Computer Science Students,1859,1,393,,,
Metaphorian: Leveraging Large Language Models to Support Extended Metaphor Creation for Science Writing,1860,1,394,,,
Supporting Collaboration in Introductory Programming Classes Taught in Hybrid Mode: A Participatory Design Study,1861,1,395,,,
Designing Voice-First Ambient Interfaces to Support Aging in Place,1862,1,396,,,
Herding AI Cats: Lessons from Designing a Chatbot by Prompting GPT-3,1863,1,397,,,
A Comparative Analysis of Automatic Speech Recognition Errors in Small Group Classroom Discourse,1864,1,398,,,
"Am I Wrong, or Is the Autograder Wrong? Effects of AI Grading Mistakes on Learning",1865,1,399,,,
From,1866,1,400,,,
"Exploring the Responses of Large Language Models to Beginner
  Programmers' Help Requests",1867,1,401,,,
"Thrilled by Your Progress! Large Language Models (GPT-4) No Longer
  Struggle to Pass Assessments in Higher Education Programming Courses",1868,1,402,,,
Performance of Distributed Deep Learning Workloads on a Composable Cyberinfrastructure,1869,1,403,,,
FlashFill++: Scaling Programming by Example by Cutting to the Chase,1870,1,404,,,
Programming by Voice: Exploring User Preferences and Speaking Styles,1871,1,405,,,
The User Experience of ChatGPT: Findings from a Questionnaire Study of Early Users,1872,1,406,,,
High-Resolution Course Feedback: Timely Feedback Mechanism for Instructors,1873,1,407,,,
GPTeach: Interactive TA Training with GPT-based Students,1874,1,408,,,
Optimus-CC: Efficient Large NLP Model Training with 3D Parallelism Aware Communication Compression,1875,1,409,,,
Always Provide Context: The Effects of Code Context on Programming Error Message Enhancement,1876,1,410,,,
A Bug's New Life: Creating Refute Questions from Filtered CS1 Student Code Snapshots,1877,1,411,,,
Generating Programs Trivially: Student Use of Large Language Models,1878,1,412,,,
A Computational Inflection for Scientific Discovery,1879,1,413,,,
Large Language Models to generate meaningful feature model instances,1880,1,414,,,
Generative AI for Reengineering Variants into Software Product Lines: An Experience Report,1881,1,415,,,
MASCARA : Systematically Generating Memorable And Secure Passphrases,1882,1,416,,,
Powering an AI Chatbot with Expert Sourcing to Support Credible Health Information Access,1883,1,417,,0,
Scim: Intelligent Skimming Support for Scientific Papers,1884,1,418,,,
Scaffolding CS1 Courses with a Large Language Model-Powered Intelligent Tutoring System,1885,1,419,,,
Zero-TextCap: Zero-shot Framework for Text-based Image Captioning,1886,1,420,,,
A Hierarchical Deep Video Understanding Method with Shot-Based Instance Search and Large Language Model,1887,1,421,,,
VENOM: A Vectorized N:M Format for Unleashing the Power of Sparse Tensor Cores,1888,1,422,,,
FORGE: Pre-Training Open Foundation Models for Science,1889,1,423,,,
The Social Impact of Generative AI: An Analysis on ChatGPT,1890,1,424,,,
Data Discovery for the SDGs: A Systematic Rule-based Approach,1891,1,425,,,
Hallucination Detection: Robustly Discerning Reliable Answers in Large Language Models,1892,1,426,,,
SANN: Programming Code Representation Using Attention Neural Network with Optimized Subtree Extraction,1893,1,427,,,
Continually-Adaptive Representation Learning Framework for Time-Sensitive Healthcare Applications,1894,1,428,,0,
Ethics of Emerging Communication and Collaboration Technologies for Children,1895,1,429,,,
Visualizing the Carbon Intensity of Machine Learning Inference for Image Analysis on TensorFlow Hub,1896,1,430,,,
Toward Value Scenario Generation Through Large Language Models,1897,1,431,,,
NBGuru: Generating Explorable Data Science Flowcharts to Facilitate Asynchronous Communication in Interdisciplinary Data Science Teams,1898,1,432,,,
ReaderQuizzer: Augmenting Research Papers with Just-In-Time Learning Questions to Facilitate Deeper Understanding,1899,1,433,,,
Teaching IT Software Fundamentals: Strategies and Techniques for Inclusion of Large Language Models: Strategies and Techniques for Inclusion of Large Language Models,1900,1,434,,,
"ChatGPT for Teaching and Learning: An Experience from Data Science
  Education",1901,1,435,,,
Exploring the Role of ChatGPT in Education: Applications and Challenges,1902,1,436,,,
Spellburst: A Node-based Interface for Exploratory Creative Coding with Natural Language Prompts,1903,1,437,,,
GenAssist: Making Image Generation Accessible,1904,1,438,,,
Graphologue: Exploring Large Language Model Responses with Interactive Diagrams,1905,1,439,,,
From Gap to Synergy: Enhancing Contextual Understanding through Human-Machine Collaboration in Personalized Systems,1906,1,440,,,
Statslator: Interactive Translation of NHST and Estimation Statistics Reporting Styles in Scientific Documents,1907,1,441,,,
Generative Agents: Interactive Simulacra of Human Behavior,1908,1,442,,,
VISAR: A Human-AI Argumentative Writing Assistant with Visual Programming and Rapid Draft Prototyping,1909,1,443,,,
Odyssey: An Interactive Workbench for Expert-Driven Floating-Point Expression Rewriting,1910,1,444,,,
Augmented Math: Authoring AR-Based Explorable Explanations by Augmenting Static Math Textbooks,1911,1,445,,,
"Cells, Generators, and Lenses: Design Framework for Object-Oriented Interaction with Large Language Models",1912,1,446,,,
Chat Overflow: Artificially Intelligent Models for Computing Education - renAIssance or apocAIypse?,1913,1,447,,,
"Comparing Code Explanations Created by Students and Large Language
  Models",1914,1,448,,,
Evaluating the Performance of Code Generation Models for Solving Parsons Problems With Small Prompt Variations,1915,1,449,,,
GPT-3 vs Object Oriented Programming Assignments: An Experience Report,1916,1,450,,,
Investigating the Potential of GPT-3 in Providing Feedback for Programming Assessments,1917,1,451,,,
Checking Conformance to a Subset of the Python Language,1918,1,452,,,
Classifying Course Discussion Board Questions using LLMs,1919,1,453,,,
Transformed by Transformers: Navigating the AI Coding Revolution for Computing Education An ITiCSE Working Group Conducted by Humans,1920,1,454,,,
Low-Code Programming Models,1921,1,455,,,
Harnessing Large Language Models for Text-Rich Sequential Recommendation,1922,1,456,,,
Labor Space: A Unifying Representation of the Labor Market via Large Language Models,1923,1,457,,,
GraphTranslator: Aligning Graph Model to Large Language Model for Open-ended Tasks,1924,1,458,,,
How Reliable is Your Simulator? Analysis on the Limitations of Current LLM-based User Simulators for Conversational Recommendation,1925,1,459,,,
Prompting Is Programming: A Query Language for Large Language Models,1926,1,460,,,
Capturing Humans’ Mental Models of AI: An Item Response Theory Approach,1927,1,461,,,
Evaluating a Large Language Model on Searching for GUI Layouts,1928,1,462,,,
AI-Generated Code Not Considered Harmful,1929,1,463,,,
Experiences with Remote Examination Formats in Light of GPT-4,1930,1,464,,,
Preparing Future Designers for Human-AI Collaboration in Persona Creation,1931,1,465,,,
Designing with AI,1932,1,466,,,
How to Support ML End-User Programmers through a Conversational Agent,1933,1,467,,,
On the Helpfulness of Answering Developer Questions on Discord with Similar Conversations and Posts from the Past,1934,1,468,,,
ChatGPT-Resistant Screening Instrument for Identifying Non-Programmers,1935,1,469,,,
A User-centered Security Evaluation of Copilot,1936,1,470,,0,
Make LLM a Testing Expert: Bringing Human-like Interaction to Mobile GUI Testing via Functionality-aware Decisions,1937,1,471,,,
ReFAIR: Toward a Context-Aware Recommender for Fairness Requirements Engineering,1938,1,472,,,
Using an LLM to Help With Code Understanding,1939,1,473,,,
Who Judges the Judge: An Empirical Study on Online Judge Tests,1940,1,474,,,
Analyzing the Use of Large Language Models for Content Moderation with ChatGPT Examples,1941,1,475,,,
ChatGPT-Based Debate Game Application Utilizing Prompt Engineering,1942,1,476,,,
Evaluating Biased Attitude Associations of Language Models in an Intersectional Context,1943,1,477,,,
AI Art and its Impact on Artists,1944,1,478,,,
Disambiguating Algorithmic Bias: From Neutrality to Justice,1945,1,479,,,
Why We Need to Know More: Exploring the State of AI Incident Documentation Practices,1946,1,480,,,
What does it mean to be a responsible AI practitioner: An ontology of roles and skills,1947,1,481,,0,
Seven Hypertexts,1948,1,482,,,
From ChatGPT to FactGPT: A Participatory Design Study to Mitigate the Effects of Large Language Model Hallucinations on Users,1949,1,483,,,
Predictability of Post-Earnings Announcement Drift with Textual and Contextual Factors of Earnings Calls,1950,1,484,,,
RecAD: Towards A Unified Library for Recommender Attack and Defense,1951,1,485,,,
Improving Soft Skill Extraction via Data Augmentation and Embedding Manipulation,1952,1,486,,,
A Large-Scale Study of ML-Related Python Projects,1953,1,487,,,
Dual-Submission Homework in Parallel Computer Architecture: An Exploratory Study in the Age of LLMs,1954,1,488,,,
Evaluation of OpenAI Codex for HPC Parallel Programming Models Kernel Generation,1955,1,489,,,
Broken Promises: Measuring Confounding Effects in Learning-based Vulnerability Discovery,1956,1,490,,,
Moving From Narrative to Interactive Multi-Modal Sentiment Analysis: A Survey,1957,1,491,,0,Survey
AI N\,1958,1,492,,,
PREDILECT: Preferences Delineated with Zero-Shot Language-based Reasoning in Reinforcement Learning,1959,1,493,,,
"""Give it Time:"" Longitudinal Panels Scaffold Older Adults' Learning and Robot Co-Design",1960,1,494,,,
Getting pwn’d by AI: Penetration Testing with Large Language Models,1961,1,495,,,
InferFix: End-to-End Program Repair with LLMs,1962,1,496,,,
Evaluating Transfer Learning for Simplifying GitHub READMEs,1963,1,497,,,
TransMap: Pinpointing Mistakes in Neural Code Translation,1964,1,498,,,
Large Language Models for Education: Grading Open-Ended Questions Using ChatGPT,1965,1,499,,,
How Do Data Analysts Respond to AI Assistance? A Wizard-of-Oz Study,1966,1,500,,,
The HaLLMark Effect: Supporting Provenance and Transparent Use of Large Language Models in Writing with Interactive Visualization,1967,1,501,,,
ABScribe: Rapid Exploration &amp; Organization of Multiple Writing Variations in Human-AI Co-Writing Tasks using Large Language Models,1968,1,502,,,
Beyond the Waiting Room: Patient's Perspectives on the Conversational Nuances of Pre-Consultation Chatbots,1969,1,503,,,
VAL: Interactive Task Learning with GPT Dialog Parsing,1970,1,504,,,
Integrating Expertise in LLMs: Crafting a Customized Nutrition Assistant with Refined Template Instructions,1971,1,505,,,
Writing out the Storm: Designing and Evaluating Tools for Weather Risk Messaging,1972,1,506,,,
Reading Between the Lines: Modeling User Behavior and Costs in AI-Assisted Programming,1973,1,507,,,
Understanding Choice Independence and Error Types in Human-AI Collaboration,1974,1,508,,,
From Text to Self: Users’ Perception of AIMC Tools on Interpersonal Communication and Self,1975,1,509,,,
"""If the Machine Is As Good As Me, Then What Use Am I?"" – How the Use of ChatGPT Changes Young Professionals' Perception of Productivity and Accomplishment",1976,1,510,,,
"Towards AI-Driven Healthcare: Systematic Optimization, Linguistic Analysis, and Clinicians’ Evaluation of Large Language Models for Smoking Cessation Interventions",1977,1,511,,0,
Marco: Supporting Business Document Workflows via Collection-Centric Information Foraging with Large Language Models,1978,1,512,,0,
Unlock Life with a Chat(GPT): Integrating Conversational AI with Large Language Models into Everyday Lives of Autistic Individuals,1979,1,513,,,
"CollabCoder: A Lower-barrier, Rigorous Workflow for Inductive Collaborative Qualitative Analysis with Large Language Models",1980,1,514,,,
Towards Designing a Question-Answering Chatbot for Online News: Understanding Questions and Perspectives,1981,1,515,,,
ChainForge: A Visual Toolkit for Prompt Engineering and LLM Hypothesis Testing,1982,1,516,,,
Towards Co-Creating Access and Inclusion: A Group Autoethnography on a Hearing Individual's Journey Towards Effective Communication in Mixed-Hearing Ability Higher Education Settings,1983,1,517,,,
Deus Ex Machina and Personas from Large Language Models: Investigating the Composition of AI-Generated Persona Descriptions,1984,1,518,,,
"Scientific and Fantastical: Creating Immersive, Culturally Relevant Learning Experiences with Augmented Reality and Large Language Models",1985,1,519,,,
BLIP: Facilitating the Exploration of Undesirable Consequences of Digital Technologies,1986,1,520,,,
SEAM-EZ: Simplifying Stateful Analytics through Visual Programming,1987,1,521,,,
Co-Designing QuickPic: Automated Topic-Specific Communication Boards from Photographs for AAC-Based Language Instruction,1988,1,522,,,
Understanding the Role of Large Language Models in Personalizing and Scaffolding Strategies to Combat Academic Procrastination,1989,1,523,,,
Watch Your Mouth: Silent Speech Recognition with Depth Sensing,1990,1,524,,,
STILE: Exploring and Debugging Social Biases in Pre-trained Text Representations,1991,1,525,,,
"Deepfakes, Phrenology, Surveillance, and More! A Taxonomy of AI Privacy Risks",1992,1,526,,,
Shaping Human-AI Collaboration: Varied Scaffolding Levels in Co-writing with Language Models,1993,1,527,,,
"“As an AI language model, I cannot”: Investigating LLM Denials of User Requests",1994,1,528,,,
Critical Heritage Studies as a Lens to Understand Short Video Sharing of Intangible Cultural Heritage on Douyin,1995,1,529,,,
Rehearsal: Simulating Conflict to Teach Conflict Resolution,1996,1,530,,,
"Generative AI in the Wild: Prospects, Challenges, and Strategies",1997,1,531,,,
“They only care to show us the wheelchair”: disability representation in text-to-image AI models,1998,1,532,,,
Enhancing UX Evaluation Through Collaboration with Conversational AI Assistants: Effects of Proactive Dialogue and Timing,1999,1,533,,,
Epigraphics: Message-Driven Infographics Authoring,2000,1,534,,,
Deconstructing the Veneer of Simplicity: Co-Designing Introductory Generative AI Workshops with Local Entrepreneurs,2001,1,535,,,
Teaching artificial intelligence in extracurricular contexts through narrative-based learnersourcing,2002,1,536,,,
Bystanders of Online Moderation: Examining the Effects of Witnessing Post-Removal Explanations,2003,1,537,,,
Stochastic Machine Witnesses at Work: Today's Critiques of Taylorism are Inadequate for Workplace Surveillance Epistemologies of the Future,2004,1,538,,,
TADA: Making Node-link Diagrams Accessible to Blind and Low-Vision People,2005,1,539,,,
"ChatScratch: An AI-Augmented System Toward Autonomous Visual Programming
  Learning for Children Aged 6-12",2006,1,540,,,
VirtuWander: Enhancing Multi-modal Interaction for Virtual Tour Guidance through Large Language Models,2007,1,541,,,
VAID: Indexing View Designs in Visual Analytics System,2008,1,542,,,
"Lies, Deceit, and Hallucinations: Player Perception and Expectations Regarding Trust and Deception in Games",2009,1,543,,,
PANDALens: Towards AI-Assisted In-Context Writing on OHMD During Travels,2010,1,544,,,
"Testing, Socializing, Exploring: Characterizing Middle Schoolers’ Approaches to and Conceptions of ChatGPT",2011,1,545,,,
Farsight: Fostering Responsible AI Awareness During AI Application Prototyping,2012,1,546,,,
The Illusion of Empathy? Notes on Displays of Emotion in Human-Computer Interaction,2013,1,547,,,
Teach AI How to Code: Using Large Language Models as Teachable Agents for Programming Education,2014,1,548,,,
‘We Do Not Have the Capacity to Monitor All Media’: A Design Case Study on Cyber Situational Awareness in Computer Emergency Response Teams,2015,1,549,,,
"Learning Agent-based Modeling with LLM Companions: Experiences of
  Novices and Experts Using ChatGPT & NetLogo Chat",2016,1,550,,,
A Piece of Theatre: Investigating How Teachers Design LLM Chatbots to Assist Adolescent Cyberbullying Education,2017,1,551,,,
"“It's a Fair Game”, or Is It? Examining How Users Navigate Disclosure Risks and Benefits When Using LLM-Based Conversational Agents",2018,1,552,,,
Writer-Defined AI Personas for On-Demand Feedback Generation,2019,1,553,,,
AI-Augmented Brainwriting: Investigating the use of LLMs in group ideation,2020,1,554,,,
Understanding the Impact of Long-Term Memory on Self-Disclosure with Large Language Model-Driven Chatbots for Public Health Intervention,2021,1,555,,0,
HILL: A Hallucination Identifier for Large Language Models,2022,1,556,,,
"Teachers, Parents, and Students' perspectives on Integrating Generative AI into Elementary Literacy Education",2023,1,557,,,
Generative Echo Chamber? Effect of LLM-Powered Search Systems on Diverse Information Seeking,2024,1,558,,,
Design Principles for Generative AI Applications,2025,1,559,,,
"CloChat: Understanding How People Customize, Interact, and Experience Personas in Large Language Models",2026,1,560,,,
Beyond Numbers: Creating Analogies to Enhance Data Comprehension and Communication with Generative AI,2027,1,561,,,
Debate Chatbots to Facilitate Critical Thinking on YouTube: Social Identity and Conversational Style Make A Difference,2028,1,562,,,
AudioXtend: Assisted Reality Visual Accompaniments for Audiobook Storytelling During Everyday Routine Tasks,2029,1,563,,,
ReactGenie: A Development Framework for Complex Multimodal Interactions Using Large Language Models,2030,1,564,,,
Authors' Values and Attitudes Towards AI-bridged Scalable Personalization of Creative Language Arts,2031,1,565,,,
Listening to the Voices: Describing Ethical Caveats of Conversational User Interfaces According to Experts and Frequent Users,2032,1,566,,,
"See Widely, Think Wisely: Toward Designing a Generative Multi-agent System to Burst Filter Bubbles",2033,1,567,,,
LLMR: Real-time Prompting of Interactive Worlds using Large Language Models,2034,1,568,,,
Open Sesame? Open Salami! Personalizing Vocabulary Assessment-Intervention for Children via Pervasive Profiling and Bespoke Storybook Generation,2035,1,569,,,
Is Stack Overflow Obsolete? An Empirical Study of the Characteristics of ChatGPT Answers to Stack Overflow Questions,2036,1,570,,,
From Letterboards to Holograms: Advancing Assistive Technology for Nonspeaking Autistic Individuals with the HoloBoard,2037,1,571,,,
Artful Path to Healing: Using Machine Learning for Visual Art Recommendation to Prevent and Reduce Post-Intensive Care Syndrome (PICS),2038,1,572,,,
How AI Processing Delays Foster Creativity: Exploring Research Question Co-Creation with an LLM-based Agent,2039,1,573,,,
An AI-Resilient Text Rendering Technique for Reading and Skimming Documents,2040,1,574,,,
How Knowledge Workers Think Generative AI Will (Not) Transform Their Industries,2041,1,575,,,
How Beginning Programmers and Code LLMs (Mis)read Each Other,2042,1,576,,,
Where Are We So Far? Understanding Data Storytelling Tools from the Perspective of Human-AI Collaboration,2043,1,577,,,
Art or Artifice? Large Language Models and the False Promise of Creativity,2044,1,578,,,
Visual Cues for Data Analysis Features Amplify Challenges for Blind Spreadsheet Users,2045,1,579,,,
Bridging the Gulf of Envisioning: Cognitive Challenges in Prompt Based Interactions with LLMs,2046,1,580,,,
Facilitating Self-Guided Mental Health Interventions Through Human-Language Model Interaction: A Case Study of Cognitive Restructuring,2047,1,581,,0,
"CodeAid: Evaluating a Classroom Deployment of an LLM-based Programming
  Assistant that Balances Student and Educator Needs",2048,1,582,,,
"The Promise and Peril of ChatGPT in Higher Education: Opportunities, Challenges, and Design Implications",2049,1,583,,,
MindShift: Leveraging Large Language Models for Mental-States-Based Problematic Smartphone Use Intervention,2050,1,584,,,
Exploring the Design of Generative AI in Supporting Music-based Reminiscence for Older Adults,2051,1,585,,,
"Think Fast, Think Slow, Think Critical: Designing an Automated Propaganda Detection Tool",2052,1,586,,,
Charting the Future of AI in Project-Based Learning: A Co-Design Exploration with Students,2053,1,587,,,
Concept Induction: Analyzing Unstructured Text with High-Level Concepts Using LLooM,2054,1,588,,,
Making Short-Form Videos Accessible with Hierarchical Video Summaries,2055,1,589,,,
DiaryHelper: Exploring the Use of an Automatic Contextual Information Recording Agent for Elicitation Diary Study,2056,1,590,,,
ReelFramer: Human-AI Co-Creation for News-to-Video Translation,2057,1,591,,,
BIDTrainer: An LLMs-driven Education Tool for Enhancing the Understanding and Reasoning in Bio-inspired Design,2058,1,592,,,
The Metacognitive Demands and Opportunities of Generative AI,2059,1,593,,,
Unblind Text Inputs: Predicting Hint-text of Text Input in Mobile Apps via LLM,2060,1,594,,,
Natural Language Dataset Generation Framework for Visualizations Powered by Large Language Models,2061,1,595,,,
ClassMeta: Designing Interactive Virtual Classmate to Promote VR Classroom Participation,2062,1,596,,,
Designing Scaffolding Strategies for Conversational Agents in Dialog Task of Neurocognitive Disorders Screening,2063,1,597,,,
Leveraging ChatGPT for Adaptive Learning through Personalized Prompt-based Instruction: A CS1 Education Case Study,2064,1,598,,,
Enhancing Programming Error Messages in Real Time with Generative AI,2065,1,599,,,
"Exploring How Multiple Levels of GPT-Generated Programming Hints Support
  or Disappoint Novices",2066,1,600,,,
ChatGPT in Computer Science Curriculum Assessment: An analysis of Its Successes and Shortcomings,2067,1,601,,,
Talkin' 'Bout AI Generation: Copyright and the Generative-AI Supply Chain (The Short Version),2068,1,602,,,
Translating Legalese: Enhancing Public Understanding of Court Opinions with Legal Summarizers,2069,1,603,,,
Reacting to Generative AI: Insights from Student and Faculty Discussions on Reddit,2070,1,604,,,
Playing with AI Chat: Positioning “Dangerous” Language Model Futures through Interactive Fiction,2071,1,605,,,
Evaluating ChatGPT: Generative AI in UX Design and Web Development Pedagogy,2072,1,606,,,
Towards Understanding the Geospatial Skills of ChatGPT: Taking a Geographic Information Systems (GIS) Exam,2073,1,607,,,
Temporal Blind Spots in Large Language Models,2074,1,608,,,
"""\""Call me Kiran\"" – ChatGPT as a Tutoring Chatbot in a Computer Science Course""",2075,1,609,,,
“It’s Weird That it Knows What I Want”: Usability and Interactions with Copilot for Novice Programmers,2076,1,610,,,
Is ChatGPT Capable of Crafting Gamification Strategies for Software Engineering Tasks?,2077,1,611,,,
Exploring the Potential of GPT-4 in Automated Mentoring for Programming Courses,2078,1,612,,,
Teaching Students To Use Programming Error Messages,2079,1,613,,,
"A Journey of a 1,000 Kernels Begins with a Single Step: A Retrospective of Deep Learning on GPUs",2080,1,614,,,
SpecPIM: Accelerating Speculative Inference on PIM-Enabled System via Architecture-Dataflow Co-Exploration,2081,1,615,,,
Will Code Remain a Relevant User Interface for End-User Programming with Generative AI Models?,2082,1,616,,,
KOGI: A Seamless Integration of ChatGPT into Jupyter Environments for Programming Education,2083,1,617,,,
A Grounded Conceptual Model for Ownership Types in Rust,2084,1,618,,,
MetaFraming: A Methodology for Democratizing Heritage Interpretation Through Wiki Surveys,2085,1,619,,0,Survey
Arguments for and Approaches to Computing Education in Undergraduate Computer Science Programmes,2086,1,620,,,
The Robots Are Here: Navigating the Generative AI Revolution in Computing Education,2087,1,621,,,
MPI-RICAL: Data-Driven MPI Distributed Parallelism Assistance with Transformers,2088,1,622,,,
Computing Education in the Era of Generative AI,2089,1,623,,,
The Science of Detecting LLM-Generated Text,2090,1,624,,,
Lossy Compression Options for Dense Index Retention,2091,1,625,,,
From Guest to Family: An Innovative Framework for Enhancing Memorable Experiences in the Hotel Industry,2092,1,626,,,
Editor's note,2093,1,627,,,
Toward Reproducing Network Research Results Using Large Language Models,2094,1,628,,,
Vertically Autoscaling Monolithic Applications with CaaSPER: Scalable Container-as-a-Service Performance Enhanced Resizing Algorithm for the Cloud,2095,1,629,,,
A Large Scale RCT on Effective Error Messages in CS1,2096,1,630,,,
"AI Teaches the Art of Elegant Coding: Timely, Fair, and Helpful Style
  Feedback in a Global Course",2097,1,631,,,
Attitudes Towards the Use (and Misuse) of ChatGPT: A Preliminary Study,2098,1,632,,,
Beyond Traditional Teaching: Large Language Models as Simulated Teaching Assistants in Computer Science,2099,1,633,,,
"Brief, Just-in-Time Teaching Tips to Support Computer Science Tutors",2100,1,634,,,
Can Lexical Sophistication and Cohesion Automatically Differentiate Student Engagement in Socio-technical Platforms?,2101,1,635,,,
ChatGPT in the Classroom: An Analysis of Its Strengths and Weaknesses for Solving Undergraduate Computer Science Questions,2102,1,636,,,
CS1 with a Side of AI: Teaching Software Verification for Secure Code in the Era of Generative AI,2103,1,637,,,
dcc --help: Transforming the Role of the Compiler by Generating Context-Aware Error Explanations with Large Language Models,2104,1,638,,,
Detecting ChatGPT-Generated Code Submissions in a CS1 Course Using Machine Learning Models,2105,1,639,,,
A Self-Regulated Learning Framework using Generative AI and its Application in CS Educational Intervention Design,2106,1,640,,,
Trust in Generative AI among Students: An exploratory study,2107,1,641,,,
Exploring the Impact of Generative AI for StandUp Report Recommendations in Software Capstone Project Development,2108,1,642,,,
Evaluating Automatically Generated Contextualised Programming Exercises,2109,1,643,,,
Implications of ChatGPT for Data Science Education,2110,1,644,,,
Improved Program Repair Methods using Refactoring with GPT Models,2111,1,645,,,
Instructor Perceptions of AI Code Generation Tools - A Multi-Institutional Interview Study,2112,1,646,,,
Learners Teaching Novices: An Uplifting Alternative Assessment,2113,1,647,,,
Need a Programming Exercise Generated in Your Native Language? ChatGPT's Got Your Back: Automatic Generation of Non-English Programming Exercises Using OpenAI GPT-3.5,2114,1,648,,,
Prompt Problems: A New Programming Exercise for the Generative AI Era,2115,1,649,,,
Software Engineering Education Must Adapt and Evolve for an LLM Environment,2116,1,650,,,
Solving Proof Block Problems Using Large Language Models,2117,1,651,,,
"Teaching AI to K-12 Learners: Lessons, Issues, and Guidance",2118,1,652,,,
Teaching CS50 with AI: Leveraging Generative Artificial Intelligence in Computer Science Education,2119,1,653,,,
The Case for LLM Workshops,2120,1,654,,,
Use of AI-driven Code Generation Models in Teaching and Learning Programming: a Systematic Literature Review,2121,1,655,,,
"Using GPT-4 to Provide Tiered, Formative Code Feedback",2122,1,656,,,
DCC Sidekick: Helping Novices Solve Programming Errors Through a Conversational Explanation Interface,2123,1,657,,,
My Learnings from Allowing Large Language Models in Introductory Computer Science Classes,2124,1,658,,,
"Evaluating Large Language Model Code Generation as an Autograding Mechanism for ""Explain in Plain English"" Questions",2125,1,659,,,
CAET: Code Analysis and Education Tutor,2126,1,660,,,
Use of Large Language Models for Extracting Knowledge Components in CS1 Programming Exercises,2127,1,661,,,
Integrating Personalized Parsons Problems with Multi-Level Textual Explanations to Scaffold Code Writing,2128,1,662,,,
Enhancing Code Tracing Question Generation with Refined Prompts in Large Language Models,2129,1,663,,,
Script-Generated Picture Book Technology Based on Large Language Models and AIGC,2130,1,664,,,
"Conversational Interfaces in IoT Ecosystems: Where We Are, What Is Still Missing",2131,1,665,,,
Pervasive Chatbots: Investigating Chatbot Interventions for Multi-Device Applications,2132,1,666,,,
Evaluating the Quality of LLM-Generated Explanations for Logical Errors in CS1 Student Programs,2133,1,667,,,
GuardRails: Automated Suggestions for Clarifying Ambiguous Purpose Statements,2134,1,668,,,
Evaluating Copilot on CS1 Code Writing Problems with Suppressed Specifications,2135,1,669,,,
Comparing Traditional and LLM-based Search for Image Geolocation,2136,1,670,,,
“Intelligent Heuristics Are the Future of Computing”,2137,1,671,,,
Can Students without Prior Knowledge Use ChatGPT to Answer Test Questions? An Empirical Study,2138,1,672,,,
University Students’ Acceptance and Usage of Generative AI (ChatGPT) from a Psycho-Technical Perspective,2139,1,673,,,
Unlocking the Black Box: Exploring the use of Generative AI (ChatGPT) in Information Systems Research,2140,1,674,,,
Vi-ATISO: An Effective Video Search Engine at AI Challenge HCMC 2023,2141,1,675,,,
Data Feminism for AI,2142,1,676,,,
Tackling Language Modelling Bias in Support of Linguistic Diversity,2143,1,677,,,
Identifying and Improving Disability Bias in GPT-Based Resume Screening,2144,1,678,,,
"Silencing the Risk, Not the Whistle: A Semi-automated Text Sanitization Tool for Mitigating the Risk of Whistleblower Re-Identification",2145,1,679,,,
Beyond Behaviorist Representational Harms: A Plan for Measurement and Mitigation,2146,1,680,,,
When Human-AI Interactions Become Parasocial: Agency and Anthropomorphism in Affective Design,2147,1,681,,,
Participation in the age of foundation models,2148,1,682,,,
Unlawful Proxy Discrimination: A Framework for Challenging Inherently Discriminatory Algorithms,2149,1,683,,,
ChatGeppetto - an AI-powered Storyteller,2150,1,684,,,
ARIEL: Brain-Computer Interfaces meet Large Language Models for Emotional Support Conversation,2151,1,685,,,
Towards Zero-shot Knowledge Graph building: Automated Schema Inference,2152,1,686,,,
Towards Knowledge Graph Refinement: Misdirected Triple Identification,2153,1,687,,,
How Novices Use LLM-based Code Generators to Solve CS1 Coding Tasks in a Self-Paced Learning Environment,2154,1,688,,,
Explorotron: An IDE Extension for Guided and Independent Code Exploration and Learning (Discussion Paper),2155,1,689,,,
CodeHelp: Using Large Language Models with Guardrails for Scalable Support in Programming Classes,2156,1,690,,,
"Insights from Social Shaping Theory: The Appropriation of Large Language
  Models in an Undergraduate Programming Course",2157,1,691,,,
